fid,districtID,districtID_old,nameID,district_en,provinceID,province,islandID,island,district_bahasa,gs_2010,gs_2011,gs_2012,gs_2013,gs_2014,gs_2015,gs_2016,gs_2017,gs_2018,gs_2019,gs_2020,gs_2021,gs_2022,gs_2023,gs_2024,gs_2025
107,1609,1609,ogankomeringulutimur,East Ogan Komering Ulu,16,Sumatera Selatan,1,Sumatera,Ogan Komering Ulu Timur,685.98,709.32,747.83,790.9,811.02,846.11,854.74,896.49,953.21,1014.43,883.85,893.57,921.27,980.69,1082.93,1052.19
108,1610,1610,oganilir,Ogan Ilir,16,Sumatera Selatan,1,Sumatera,Ogan Ilir,758.11,788.59,845.38,887.92,911.48,948.2,894.18,908.3,968.71,1010.2,869.98,890.16,919.04,974.28,1048.77,1026.59
109,1611,1611,empatlawang,Empat Lawang,16,Sumatera Selatan,1,Sumatera,Empat Lawang,422.63,437.16,465.88,492.24,497.45,518.83,499.46,540.84,579.44,615.25,551.36,561.29,563.48,595.79,648.2,643.25
110,1612,1612,penukalabablematangilir,Penukal Abab Lematang Ilir,16,Sumatera Selatan,1,Sumatera,Penukal Abab Lematang Ilir,143.24,149.13,160.76,172.1,176.38,184.08,187.89,208.45,235.51,255.78,179.86,183.37,188.06,202.38,211.98,215.77
111,1613,1613,musirawasutara,North Musi Rawas,16,Sumatera Selatan,1,Sumatera,Musi Rawas Utara,357.43,368.09,392.48,427.74,439.69,457.87,435.65,478.85,519.53,547.91,449.51,458.32,463.95,496.65,550.93,540.52
112,1671,1671,kotapalembang,Palembang City,16,Sumatera Selatan,1,Sumatera,Kota Palembang,3810.08,3928.58,4198.4,4411.54,4486.1,4720.68,4202.06,4896.72,5214.35,5452.91,4696.03,4831.65,4930.12,5288.91,5785.86,5825.32
113,1672,1672,kotaprabumulih,Prabumulih City,16,Sumatera Selatan,1,Sumatera,Kota Prabumulih,493.59,510.38,545.27,573.02,612.31,614.31,602.28,601.04,643.55,693.04,618.2,630,649.88,680.4,755.97,753.31
114,1673,1673,kotapagaralam,Pagar Alam City,16,Sumatera Selatan,1,Sumatera,Kota Pagar Alam,275.97,282.98,300,317.81,324.97,336.32,321.54,319.25,318.64,331.18,298.03,303.84,312.79,328.8,360.17,368.7
115,1674,1674,kotalubuklinggau,Lubuklinggau City,16,Sumatera Selatan,1,Sumatera,Kota Lubuklinggau,400.55,417.78,448.52,474.7,487.21,507.35,483.86,520.85,537.3,564.06,480.71,493.55,493.64,530.5,558.34,564.73
116,1701,1701,bengkuluselatan,South Bengkulu,17,Bengkulu,1,Sumatera,Bengkulu Selatan,454.42,492.82,524.12,554.19,587.14,630.35,648.66,667.08,700.34,733.15,734.43,753.2,762.31,812.89,886.48,887.56
117,1702,1702,rejanglebong,Rejang Lebong,17,Bengkulu,1,Sumatera,Rejang Lebong,525,547.74,569.4,593.97,633.91,674.36,686.41,703.79,739.07,765.54,768.03,782.5,780.28,837.11,900.64,903.08
118,1703,1703,bengkuluutara,North Bengkulu,17,Bengkulu,1,Sumatera,Bengkulu Utara,486.59,507.67,535.78,563,611.51,665.78,678.92,698.91,734.65,757.64,759.41,780.92,785.8,833.73,891.91,893.95
119,1704,1704,kaur,Kaur,17,Bengkulu,1,Sumatera,Kaur,298.67,316.36,335.67,356.07,387.92,415.33,424.81,429.92,446.92,463.48,467.26,481.67,487.07,516.92,553.41,555.04
120,1705,1705,seluma,Seluma,17,Bengkulu,1,Sumatera,Seluma,334.04,354.7,373.17,395.28,428.78,459.27,493.76,501.03,521.42,536.07,524.64,529.06,528.8,548.35,592.32,594.11
121,1706,1706,mukomuko,Mukomuko,17,Bengkulu,1,Sumatera,Mukomuko,310.29,331.08,350.76,375.08,406.56,433.17,448.89,467.02,490.84,510.86,502.05,520.87,519.2,557.11,602.28,603.8
122,1707,1707,lebong,Lebong,17,Bengkulu,1,Sumatera,Lebong,292.77,310.42,324.3,340.47,363.54,384.48,394.17,407.27,428.26,446.13,448.51,459.99,460.08,483.62,521.94,524.44
123,1708,1708,kepahiang,Kepahiang,17,Bengkulu,1,Sumatera,Kepahiang,287.98,299.46,316.04,334.12,360.44,387.34,397.2,405.2,428.68,447.26,448.76,463.3,469.53,497.92,536.32,537.42
124,1709,1709,bengkulutengah,Central Bengkulu,17,Bengkulu,1,Sumatera,Bengkulu Tengah,231.46,240.34,254.9,263.29,281.14,301.55,308.15,314.67,332.77,346.49,350.33,360.53,361.21,383.6,414.23,414.98
125,1771,1771,kotabengkulu,Bengkulu City,17,Bengkulu,1,Sumatera,Kota Bengkulu,2460.21,2573.76,2684.23,2822.87,3030.29,3242.99,3407.69,3514.75,3695.56,3842.35,3871.19,3984.13,4027.7,4310.96,4653.06,4668.11
126,1801,1801,lampungbarat,West Lampung,18,Lampung,1,Sumatera,Lampung Barat,605.96,648.62,637.75,675.26,701.34,774.51,813.87,824.71,829.08,829.71,807.75,809.42,788.29,802.78,834.29,854.41
127,1802,1802,tanggamus,Tanggamus,18,Lampung,1,Sumatera,Tanggamus,764.75,809.98,841.58,871.91,884.97,947.62,977.21,1001.8,1022.25,1052.49,1037.07,1040.33,992.81,1010.15,1052.08,1046.05
128,1803,1803,lampungselatan,South Lampung,18,Lampung,1,Sumatera,Lampung Selatan,815.61,864.05,927.36,990.29,1037.73,1150.33,1204.13,1217.8,1243.88,1281.51,1239.6,1243.47,1212.06,1241.1,1302.77,1293.59
129,1804,1804,lampungtimur,East Lampung,18,Lampung,1,Sumatera,Lampung Timur,1011.83,1086.41,1161.31,1203.85,1259.03,1384.25,1437.09,1446.42,1472.78,1516.86,1476.72,1483.49,1416.18,1465.17,1549.35,1640.41
130,1805,1805,lampungtengah,Central Lampung,18,Lampung,1,Sumatera,Lampung Tengah,1151.63,1209.21,1286.71,1331.68,1387.38,1512.69,1557.82,1583,1608.92,1653.04,1611.32,1616.82,1535.81,1567.15,1638.89,1638.74
131,1806,1806,lampungutara,North Lampung,18,Lampung,1,Sumatera,Lampung Utara,713.55,757.04,790.07,828.55,842.01,907.47,977.02,1003.84,1022.55,1052.28,1022.61,1027.51,1000.49,1017.03,1073.36,1055.31
132,1807,1807,waykanan,Way Kanan,18,Lampung,1,Sumatera,Way Kanan,474.35,505.81,527.67,548.89,558.32,595.36,621.17,641.18,651.93,669.89,654.95,658.88,659.03,674.01,698.73,697.83
133,1808,1808,tulangbawang,Tulang Bawang,18,Lampung,1,Sumatera,Tulangbawang,459.21,488.04,517.91,537.4,545.39,593.49,615.87,627.76,640.73,660.31,655.55,658.76,649.51,660.37,682.43,684.28
134,1809,1809,pesawaran,Pesawaran,18,Lampung,1,Sumatera,Pesawaran,482.36,510.58,537.3,566.93,585.07,638.89,661.89,682.53,695.39,716.08,698.71,704.98,669.68,678.73,704.17,703.54
135,1810,1810,pringsewu,Pringsewu,18,Lampung,1,Sumatera,Pringsewu,392.25,415.76,432.67,453.28,465.13,507.41,532.28,533.95,544.8,560.89,538.79,544.24,521.3,528.26,558.17,561.05
136,1811,1811,mesuji,Mesuji,18,Lampung,1,Sumatera,Mesuji,229.77,241.8,256.8,269.63,279.67,297.75,320.21,314.58,320.2,329.91,321.81,324.74,325.29,330.05,343.33,340.1
137,1812,1812,tulangbawangbarat,West Tulang Bawang,18,Lampung,1,Sumatera,Tulang Bawang Barat,271.26,292.31,311.54,328.89,342.02,377.76,393.65,388.79,395.45,406.86,396.64,401.24,404.92,418.14,435.63,435.54
138,1813,1813,pesisirbarat,Pesisir Barat,18,Lampung,1,Sumatera,Pesisir Barat,0,0,70.99,76.39,80.03,89.14,93.28,93.75,96.5,98.57,96.1,96.69,93.89,94.95,100.61,99.19
139,1871,1871,kotabandarlampung,Bandar Lampung City,18,Lampung,1,Sumatera,Kota Bandar Lampung,4670.21,5031.04,5319.27,5538.07,5732.64,6531.28,6754.13,6852.17,6969.44,7141.89,7022.47,7038.98,6683.51,6822.72,7182.98,7038.77
140,1872,1872,kotametro,Metro City,18,Lampung,1,Sumatera,Kota Metro,440.97,465.39,481.59,500.66,506.35,552.59,582.35,595.17,603.18,619.47,599.35,603.15,573.91,586.47,619.24,618.74
141,1901,1901,bangka,Bangka,19,Kepulauan Bangka Belitung,1,Sumatera,Bangka,585.25,626.87,653.74,682.16,721.97,749.12,779.26,828.08,839.88,868.71,824.16,846.41,866.54,912.67,951.67,886.66
142,1902,1902,belitung,Belitung,19,Kepulauan Bangka Belitung,1,Sumatera,Belitung,470.76,504.64,528.65,549.78,573.19,600.04,629.14,668.05,679.73,703.22,676.89,687.55,705.33,742.73,770.3,719.24
143,1903,1903,bangkabarat,West Bangka,19,Kepulauan Bangka Belitung,1,Sumatera,Bangka Barat,360.7,393.88,415.69,441.28,460.91,478.73,497.93,528.55,530.49,548.39,531.37,543.18,556.85,583.97,607.59,561.2
144,1904,1904,bangkatengah,Central Bangka,19,Kepulauan Bangka Belitung,1,Sumatera,Bangka Tengah,425.32,467.45,495.35,532.7,566.63,593.13,617.61,651.12,668.41,683.41,660.7,683,704.45,739.33,746.5,709.93
145,1905,1905,bangkaselatan,South Bangka,19,Kepulauan Bangka Belitung,1,Sumatera,Bangka Selatan,326.74,355.46,375.68,391.52,411.72,429.57,447.71,474.28,475.54,488.75,480.15,489.14,498.75,525.73,519.79,470.73
146,1906,1906,belitungtimur,East Belitung,19,Kepulauan Bangka Belitung,1,Sumatera,Belitung Timur,443.16,485.45,506.03,521.54,543.44,563.52,579.7,607.38,609.9,622.93,595.02,623.75,636.53,669.18,702.3,660.69
147,1971,1971,kotapangkalpinang,Pangkal Pinang City,19,Kepulauan Bangka Belitung,1,Sumatera,Kota Pangkal Pinang,868.21,951.74,1016.36,1066.36,1127.41,1173.08,1223.73,1303.65,1329.65,1371.15,1307.8,1322.5,1353.7,1431.25,1466.63,1368.93
148,2101,2101,karimun,Karimun,21,Kepulauan Riau,2,Sumatera,Karimun,865.82,910.49,940.62,968.45,1009.03,1022.27,1071.51,1129.52,1171.75,1215.62,1137.29,1099.46,1052.65,1046.47,940.33,1016.89
149,2102,2102,bintan,Bintan,21,Kepulauan Riau,2,Sumatera,Bintan,643.52,682.7,711.15,753.05,800.74,860.06,923.68,981.15,1046.84,1141.88,1034.69,965.4,970.06,981.41,1037.92,1053.11
150,2103,2103,natuna,Natuna,21,Kepulauan Riau,2,Sumatera,Natuna,950.87,1064.63,1189.59,1258.38,1309.54,1250.2,1296.28,1314.68,1334.77,1375.71,1205.95,1152.53,1162.18,1167.13,1173.3,1107.19
151,2104,2104,lingga,Lingga,21,Kepulauan Riau,2,Sumatera,Lingga,541.83,612.68,615.03,586.26,582.81,509.86,550.99,592.61,616.12,640.83,599.67,594.8,612.07,635.55,658.47,508.92
152,2105,2105,kepulauananambas,Anambas Islands,21,Kepulauan Riau,2,Sumatera,Kepulauan Anambas,670.04,783.11,866.77,883.4,904.8,898.19,958.57,1006.36,1027.11,1059.43,911.57,905.43,830.22,871.71,925.02,805.55
153,2171,2171,kotabatam,Batam City,21,Kepulauan Riau,2,Sumatera,Kota Batam,1281.43,1347,1363.84,1372.06,1239.01,1417.38,1521.69,1547.94,1559.03,1582.94,1488.17,1493.32,1417.86,1603.09,1772.82,1893.73
154,2172,2172,kotatanjungpinang,Tanjung Pinang City,21,Kepulauan Riau,2,Sumatera,Kota Tanjung Pinang,1773.52,1888.98,2071.58,2148.44,2390.6,2334.17,2410.46,2483.17,2530.93,2569.91,2405.35,2377.26,2452.19,2780.82,2739.31,2576.01
155,3101,3101,kepseribu,Kepulauan Seribu,31,DKI Jakarta,3,Jawa,Kepulauan Seribu,199.78,213.73,226.65,251.94,257.47,260.14,264.69,274.58,314.84,314.71,314.17,343.1,309.71,299.72,326.7,360.36
156,3171,3171,kotajakartaselatan,South Jakarta City,31,DKI Jakarta,3,Jawa,Kota Jakarta Selatan,43145.91,46056.32,48709.74,53450.51,54113.5,54687.1,55768.24,57555.23,66021.61,65242.55,75342.1,82816.03,77631.75,74100.77,82860.42,91358.19
157,3172,3172,kotajakartatimur,East Jakarta City,31,DKI Jakarta,3,Jawa,Kota Jakarta Timur,9125.5,10119.06,10696.64,10792.26,11022.86,11142.47,11336.5,11688.51,13441.95,13179.24,13150.06,14348.65,12921.5,12383.44,13425.26,13939.79
158,3173,3173,kotajakartapusat,Central Jakarta City,31,DKI Jakarta,3,Jawa,Kota Jakarta Pusat,70389.68,74127.61,78359.31,85924.9,87884.64,88802.43,89973.06,92873.03,107299.91,105701.14,123773.92,136933.17,120290.96,117692.75,125725.98,141230.81
159,3174,3174,kotajakartabarat,West Jakarta City,31,DKI Jakarta,3,Jawa,Kota Jakarta Barat,6666.57,6991.81,7316.18,7856,8017.83,8104.57,8191.67,8450.91,9713.44,9578.86,10998.55,11997.38,10799.49,10368.91,11198.42,12221.2
160,3175,3175,kotajakartautara,North Jakarta City,31,DKI Jakarta,3,Jawa,Kota Jakarta Utara,7419.22,7906.35,8351.47,9102.59,9273.37,9368.5,9513.55,9802.22,11271.14,11202.68,11161.1,12124.44,10822.49,10383.49,11268.32,12351.52
161,3201,3201,bogor,Bogor,32,Jawa Barat,3,Jawa,Bogor,3736.4,3739.4,4015.94,4152.97,4338.22,4690.69,4603.31,4514.98,4595.52,4749.31,4659.41,4725.31,4644.5,4895.33,4904.03,5184.53
162,3202,3202,sukabumi,Sukabumi,32,Jawa Barat,3,Jawa,Sukabumi,1890.12,1910.41,1992.72,2013.03,2088.3,2240.03,2207.25,2211.87,2261.44,2338.67,2341.29,2395.87,2361.75,2477.96,2402.52,2501.34
163,3203,3203,cianjur,Cianjur,32,Jawa Barat,3,Jawa,Cianjur,1652.71,1656.05,1756.98,1740,1803.75,1947.75,1887.22,1807.94,1886.35,1946.24,1907.07,1960.2,1937.77,2018.69,2043.16,2057.67
164,3204,3204,bandung,Bandung,32,Jawa Barat,3,Jawa,Bandung,2515,2536.55,2693.53,2720.32,2829.04,3066.26,3085.49,3158.4,3282.21,3392.23,3383.07,3475.96,3412.4,3596.08,3439.73,3588.25
165,3205,3205,garut,Garut,32,Jawa Barat,3,Jawa,Garut,1961.76,1973.67,2094.14,2092.47,2169.42,2341.68,2347.35,2415.09,2488.58,2574.98,2551.19,2627.72,2602.05,2743.48,2720.05,2833.79
166,3206,3206,tasikmalaya,Tasikmalaya,32,Jawa Barat,3,Jawa,Tasikmalaya,1394.15,1390.4,1462.71,1497.91,1549.89,1684.44,1914.13,1981.99,2059.55,2127.99,2118.5,2140.03,2094.94,2223.65,2250.66,2573.65
167,3207,3207,ciamis,Ciamis,32,Jawa Barat,3,Jawa,Ciamis,1149.84,1151.92,1222.57,1214.07,1252.9,1351.68,1578.95,1599.48,1654.37,1708.19,1699.62,1732.87,1703.39,1840.28,1864.28,1962.23
168,3208,3208,kuningan,Kuningan,32,Jawa Barat,3,Jawa,Kuningan,1469.87,1478.29,1561.42,1544.64,1596.79,1727.4,1791.29,1787.4,1860.57,1917.42,1899.12,1967.12,1921.91,1947.05,2033.71,2035
169,3209,3209,cirebon,Cirebon,32,Jawa Barat,3,Jawa,Cirebon,1701.98,1700.96,1789.07,1731.63,1789.49,1915.55,2338.69,2177.7,2185.29,2252.17,2237.3,2299.14,2246.05,2277.41,2180.76,2352.76
170,3210,3210,majalengka,Majalengka,32,Jawa Barat,3,Jawa,Majalengka,1324.81,1364.74,1401.33,1369.87,1399.56,1530.5,1620.26,1624.84,1702.81,1759.53,1761.38,1828.27,1796.5,1877.14,1915.04,1891.07
171,3211,3211,sumedang,Sumedang,32,Jawa Barat,3,Jawa,Sumedang,1723.34,1732.01,1833.49,1853.16,1915.03,2067.26,2027.62,1841.31,1925.52,1989.01,1977.12,2000.2,1978.2,1998.17,2022.6,2116.24
172,3212,3212,indramayu,Indramayu,32,Jawa Barat,3,Jawa,Indramayu,1544.86,1556.55,1637.9,1641.71,1709.81,1828.11,1891.59,2118.55,2152.54,2223.12,2205.51,2239.78,2196.05,2299.75,2294.78,2308.6
173,3213,3213,subang,Subang,32,Jawa Barat,3,Jawa,Subang,1443.57,1444.3,1536.58,1555.68,1607.88,1737.72,1998.26,2179,2236.09,2303.13,2228.82,2236.47,2218.46,2295.59,2308.71,2424.1
174,3214,3214,purwakarta,Purwakarta,32,Jawa Barat,3,Jawa,Purwakarta,1288.56,1308.27,1384.13,1406.46,1478.56,1590.04,1600.93,1606.07,1663.97,1718.73,1686.14,1673.54,1647.14,1666.94,1742.06,1848.21
175,3215,3215,karawang,Karawang,32,Jawa Barat,3,Jawa,Karawang,1984.48,2108.56,2303.72,2467.44,2552.36,2814.96,2914.39,2846.23,2900.58,2988.54,2937.78,2972.49,2917.71,3002.28,2999.33,3222
176,3216,3216,bekasi,Bekasi,32,Jawa Barat,3,Jawa,Bekasi,2082.1,2189.4,2355.28,2428.22,2509.74,2666.84,3097.47,3103.94,3172.47,3274.08,3197.2,3215.69,3089.66,3080.87,3268.25,3389.04
177,3217,3217,bandungbarat,West Bandung,32,Jawa Barat,3,Jawa,Bandung Barat,1407.51,1442.43,1516.41,1530.71,1578.81,1722.01,1711.81,1694.38,1713.83,1769.78,1770.07,1806.28,1765.63,1817.98,1960.37,1997.52
178,3218,3218,pangandaran,Pangandaran,32,Jawa Barat,3,Jawa,Pangandaran,381.2,381.77,404.88,405.44,418.03,453.4,522.6,610.74,630.63,650.66,637.68,643.66,638.96,638.41,631.46,674.63
179,3271,3271,kotabogor,Bogor City,32,Jawa Barat,3,Jawa,Kota Bogor,2355.04,2412.91,2478.88,2517.89,2584.51,2716.38,2729.62,3027.73,3105.62,3181.39,3094.63,3011.38,2983.11,3274.02,3191.92,3715.17
180,3272,3272,kotasukabumi,Sukabumi City,32,Jawa Barat,3,Jawa,Kota Sukabumi,724.69,725.64,766.59,773.72,805.84,853.55,833.99,844.16,860.63,889.81,886.09,898.7,888.3,933.63,946.22,1026.57
181,3273,3273,kotabandung,Bandung City,32,Jawa Barat,3,Jawa,Kota Bandung,14528.67,14654.25,15171.09,15418.01,15733.55,16521.31,16748.33,17972.54,18712.14,19384.53,19077.37,19355,19126.39,19796.08,21094.67,21610.99
182,3274,3274,kotacirebon,Cirebon City,32,Jawa Barat,3,Jawa,Kota Cirebon,1175.69,1194.93,1261.68,1289.59,1354.51,1431.22,1499.99,1605.32,1657.15,1707.14,1707.48,1690.99,1669.75,1744.68,1671.93,1704.05
183,3275,3275,kotabekasi,Bekasi City,32,Jawa Barat,3,Jawa,Kota Bekasi,2026.24,2070.89,2146.06,2166.93,2256.11,2366.34,2378.63,2569.92,2677.71,2757.72,2729.87,2751.55,2747.93,2833.65,2965.55,3098.62
184,3276,3276,kotadepok,Depok City,32,Jawa Barat,3,Jawa,Kota Depok,1218.82,1230.05,1304.47,1342.62,1387.81,1454.28,1668.93,1594.77,1628.96,1685.29,1671.66,1698.59,1700.51,1771.62,1744.9,1876.57
185,3277,3277,kotacimahi,Cimahi City,32,Jawa Barat,3,Jawa,Kota Cimahi,905.63,905.6,947.28,942.39,958.07,980.93,983.75,1058.15,1079.54,1120.78,1101.56,1117.58,1106.18,1158.01,1200.84,1231.89
186,3278,3278,kotatasikmalaya,Tasikmalaya City,32,Jawa Barat,3,Jawa,Kota Tasikmalaya,903.9,903.86,957.46,951.66,984.45,1074.88,1349.51,1439.57,1429.28,1475.19,1456.69,1496.8,1457.11,1571.41,1542.05,1609.93
187,3279,3279,kotabanjar,Banjar City,32,Jawa Barat,3,Jawa,Kota Banjar,431.13,432.17,457.22,463.08,479.67,521.75,585.71,649.03,682.24,702.57,697.4,706.86,707.36,756.47,766.01,662.14
188,3301,3301,cilacap,Cilacap,33,Jawa Tengah,3,Jawa,Cilacap,1639.94,1692.12,1751.79,1885.12,1904.94,1848.2,1910.45,1966.87,2002.37,2050.33,1986.81,2003.21,2024.83,2068.27,2244.08,2410.77
189,3302,3302,banyumas,Banyumas,33,Jawa Tengah,3,Jawa,Banyumas,2172.76,2231.19,2329.09,2487.82,2552.92,2646.09,2700.24,2774.56,2870.38,2936.01,2810.99,2871.46,2930.89,3004.36,3034.49,3128.22
190,3303,3303,purbalingga,Purbalingga,33,Jawa Tengah,3,Jawa,Purbalingga,877.56,909.91,941.97,986.59,1009.97,1035.57,1029.28,1061.14,1092.42,1135.57,1049.71,1057.7,1058.85,1067.74,1094.78,1123.12
191,3304,3304,banjarnegara,Banjarnegara,33,Jawa Tengah,3,Jawa,Banjarnegara,957.48,992.48,1027.19,1071.41,1074.77,1091.45,1060.4,1077.74,1097.3,1126.07,1078.81,1085.63,1088.15,1105.74,1135.49,1160.37
192,3305,3305,kebumen,Kebumen,33,Jawa Tengah,3,Jawa,Kebumen,1268.25,1307.07,1340.99,1419.41,1464.88,1500.65,1518.23,1560.58,1605.47,1646.84,1580.86,1600.62,1614.63,1655.4,1722.01,1798.34
193,3306,3306,purworejo,Purworejo,33,Jawa Tengah,3,Jawa,Purworejo,980.79,1024.68,1064.77,1116.17,1139.52,1176.06,1178.54,1212.28,1244.57,1294.64,1238.23,1247.1,1257.7,1288.86,1302.92,1356.08
194,3307,3307,wonosobo,Wonosobo,33,Jawa Tengah,3,Jawa,Wonosobo,817.02,856.07,882.98,908.42,910.29,947.62,926.67,933.17,975.7,991.15,946.5,951.66,954.04,975.34,1001.1,1031.16
195,3308,3308,magelang,Magelang,33,Jawa Tengah,3,Jawa,Magelang,1267.12,1299.57,1342.96,1394.41,1429.36,1464.12,1472.43,1522.58,1596.62,1633.21,1568.62,1580.64,1594.23,1638.59,1641.35,1778.51
196,3309,3309,boyolali,Boyolali,33,Jawa Tengah,3,Jawa,Boyolali,1091.82,1119.47,1157.43,1217.42,1244.35,1283.66,1296.82,1327.83,1376.09,1395.26,1343.88,1364.72,1369.3,1410.69,1452.37,1506.68
197,3310,3310,klaten,Klaten,33,Jawa Tengah,3,Jawa,Klaten,1470.05,1512.35,1559.39,1616.35,1634.5,1616.9,1615.99,1663.34,1742.87,1800.88,1737.82,1749.05,1750.61,1791.47,1806.72,1936.67
198,3311,3311,sukoharjo,Sukoharjo,33,Jawa Tengah,3,Jawa,Sukoharjo,978.24,1000.65,1029.18,1071.28,1094.5,1142.28,1154.78,1185.5,1230.17,1292.64,1239.64,1208.49,1225.41,1255.93,1264.88,1268.56
199,3312,3312,wonogiri,Wonogiri,33,Jawa Tengah,3,Jawa,Wonogiri,1090.95,1122.96,1177.54,1249.11,1292.12,1317.55,1323.8,1352.39,1379.47,1436.38,1374.36,1365.79,1377.95,1418.11,1468.67,1494.52
200,3313,3313,karanganyar,Karanganyar,33,Jawa Tengah,3,Jawa,Karanganyar,992.37,1023.79,1074.08,1120.34,1174.67,1221.41,1216.43,1256.15,1312.24,1391.1,1328.91,1338.93,1350.31,1390.94,1412.3,1453.13
201,3314,3314,sragen,Sragen,33,Jawa Tengah,3,Jawa,Sragen,1086.49,1154,1204.74,1283.81,1329.6,1379.94,1362.46,1391.62,1430.37,1486.31,1414.51,1429.95,1440.88,1486.72,1531.84,1573.62
202,3315,3315,grobogan,Grobogan,33,Jawa Tengah,3,Jawa,Grobogan,1161.49,1219.15,1289.19,1376.06,1427.93,1488.51,1491.31,1523.71,1573.01,1633.73,1550.43,1533.89,1542.78,1553.2,1596.21,1638.81
203,3316,3316,blora,Blora,33,Jawa Tengah,3,Jawa,Blora,1076.26,1111.68,1155.71,1221.33,1261.61,1322.02,1325.21,1358.33,1411.87,1445.19,1386.87,1385.96,1391.22,1409.06,1451.93,1531.67
204,3317,3317,rembang,Rembang,33,Jawa Tengah,3,Jawa,Rembang,794.88,817.56,844.11,889.42,919.52,939.21,968.87,1003.55,1034.54,1059.79,1015.84,1014.56,1017.32,1033.32,1070.9,1095.87
205,3318,3318,pati,Pati,33,Jawa Tengah,3,Jawa,Pati,1502.13,1562.41,1628.28,1695.05,1729.14,1769.16,1787.76,1842.24,1875.31,1932.69,1853.56,1834.6,1839,1886.86,1940.42,1995.9
206,3319,3319,kudus,Kudus,33,Jawa Tengah,3,Jawa,Kudus,942.74,982.58,1028.88,1080.07,1104.53,1135.69,1170.21,1210.86,1247.54,1297.73,1250.67,1268.88,1273.58,1308.3,1394.61,1488.55
207,3320,3320,jepara,Jepara,33,Jawa Tengah,3,Jawa,Jepara,1069.92,1157.37,1176.4,1269.62,1298.36,1339.51,1339.6,1384.08,1442.11,1472.47,1453.64,1444.67,1480.76,1518.7,1555.93,1652.63
208,3321,3321,demak,Demak,33,Jawa Tengah,3,Jawa,Demak,1068.51,1133.84,1182.71,1238.05,1295.3,1344.78,1359.09,1401.5,1429.67,1481.86,1493.98,1507.39,1515.18,1557.64,1618.1,1650.56
209,3322,3322,semarang,Semarang,33,Jawa Tengah,3,Jawa,Semarang,1657.08,1695.72,1730.88,1797.49,1853.3,1964.31,1931.08,1997.06,2058.74,2138.7,2033.47,2007.03,2097.75,2078.93,2137.1,2140.1
210,3323,3323,temanggung,Temanggung,33,Jawa Tengah,3,Jawa,Temanggung,789.89,813.85,890.98,930.37,940.45,951.78,949.98,984.12,1022.17,1063.02,1010.07,1021.51,1023.61,1053.11,1063.04,1095.29
211,3324,3324,kendal,Kendal,33,Jawa Tengah,3,Jawa,Kendal,1017.67,1072.47,1086.25,1150.06,1178.81,1217.52,1228.47,1252.47,1278.61,1330.33,1275.33,1285.79,1288.01,1318.91,1350.79,1399.85
212,3325,3325,batang,Batang,33,Jawa Tengah,3,Jawa,Batang,772.57,794.83,818.74,869.59,897.89,915.53,904.22,934.1,964.64,971.49,960.78,960.63,961.4,983.28,1013.61,1055.7
213,3326,3326,pekalongan,Pekalongan,33,Jawa Tengah,3,Jawa,Pekalongan,963.8,986.71,1019.67,1073.19,1108.54,1154.41,1154.19,1155.23,1188.75,1231.38,1181.18,1195.95,1204.78,1240.44,1297.8,1333.16
214,3327,3327,pemalang,Pemalang,33,Jawa Tengah,3,Jawa,Pemalang,1095.26,1128.44,1164.34,1224.82,1250.36,1260.26,1269.91,1317.1,1340.91,1401.69,1335.79,1368.92,1370.47,1405.97,1421.4,1436.13
215,3328,3328,tegal,Tegal,33,Jawa Tengah,3,Jawa,Tegal,1107.81,1151.56,1190.12,1260.57,1305.45,1341.08,1348.66,1397.85,1451.26,1508.98,1424.1,1437.11,1438.83,1468.05,1506.82,1573.31
216,3329,3329,brebes,Brebes,33,Jawa Tengah,3,Jawa,Brebes,1375.99,1422.17,1472.79,1557.24,1628.46,1668.02,1710.34,1699.63,1729.79,1764.22,1711.77,1723.46,1726.65,1769.62,1846.02,1892.95
217,3371,3371,kotamagelang,Magelang City,33,Jawa Tengah,3,Jawa,Kota Magelang,763.01,783.5,807.89,851.19,861.13,890.34,911.51,946.07,975.16,1008.88,986.13,990.85,1000.12,1026.49,1056.5,1106.91
218,3372,3372,kotasurakarta,Surakarta City,33,Jawa Tengah,3,Jawa,Kota Surakarta,2481.78,2561.1,2640.18,2793.96,2867.03,2967.02,2879.22,2995.65,3048.52,3158.64,2854.99,2910.67,2938.64,2975.09,3024.35,3100.46
219,3373,3373,kotasalatiga,Salatiga City,33,Jawa Tengah,3,Jawa,Kota Salatiga,591.72,609.91,629.73,665.33,678.92,697.53,699.58,714.81,744.94,788.79,776.65,795.13,795.78,812.2,838.41,848.72
220,3374,3374,kotasemarang,Semarang City,33,Jawa Tengah,3,Jawa,Kota Semarang,11378.41,11622.53,11956.19,12463.89,12726.8,13096.27,12570.28,13160.55,13637.32,14298.74,13597.03,13763.06,13800.9,14161.85,14513.75,14871.43
221,3375,3375,kotapekalongan,Pekalongan City,33,Jawa Tengah,3,Jawa,Kota Pekalongan,435.06,472.68,491.51,528.77,555.3,577.24,581.11,599.01,622.2,647.84,616.88,619.96,623.06,637.98,675.46,702.25
